Sentence,label
शायद. क्या यह तुम्हें डराता है?,0
"ठीक है, मुझे बस एक कप कॉफी ले लो।",0
अरे प्यारा!,1
"ठीक है मैं आप के लिए एक है, अगर आप भी था तो आप कौन सा खाना पसंद करेंगे, एक देखने वाले नेत्र कुत्ते या एक बोलने वाले गोरिल्ला?",0
यह क्या है?,0
बात जारी रखें।,0
"Phoebe पर चलो, उस पर देखो!",2
अच्छा सौदा।,1
"ओह, यह बहुत अच्छा है।",1
"यह बात है, जानिस।",0
और मैं सिर्फ एक मिलियन डॉलर चाहता हूँ!,5
"यकीन है, यकीन है मैं देख रहा हूँ और मुझे लगता है कि कोई यहाँ घर नहीं है।",0
मुझे लगता है कि मैं एक असली डेट पर जा रहा हूँ!,1
औरतों को लड़कों से प्यार है जो शिशुओं से प्यार करते हैं।,0
"ओह रॉस, तुम बहुत महान हो। [उसने खेलते हुए उसके सिर हिलाता है और उठता है]",1
लेकिन मुझे लगता है कि यह कोई गंभीर बात नहीं है.,0
"देखो, मैंने इसे बहुत दूर ले लिया!",1
मुझे देखो।,0
मैं अपने ही रेस्टोरेंट खोलने के बारे में भी सोच रहा हूँ।,1
"ठीक है, आप समय बेहतर नहीं हो सकता है. मैं हर जगह आग डाल रहा हूँ.",0
कि मेरे जीवन के सभी टुकड़े ठीक जगह पर गिर रहे हैं!,1
"नहीं, मैं आप पर प्रहार नहीं करना चाहता।",0
"वे मुझे कहते हैं, 'कुकी दोस्त!'",1
एजेल!,6
आजी को लाइन में आने की ज़रूरत है.,1
मुझे क्षमा है?,3
किताब बंद करो!,1
महान कार्य टीम!,1
"अच्छी तरह से, यह पिछले रात तुम्हें देखना बहुत अच्छा था।",1
लेकिन आप लोग मेरे बारे में क्या लगता है वास्तव में महत्वपूर्ण है क्योंकि मैं-मैं एक स्थायी नौकरी यहाँ पाने की आशा कर रहा हूँ।,0
मुझे विश्वास नहीं हो सकता कि मैं यह सुन रहा हूँ!,4
"मैं आप के बारे में कुछ सवाल पूछने के लिए, यह है, uh, Marcel?",0
तो आप,0
बस उस बच्चे को काट डालो!,5
आप यह कर रहे हैं।,0
"निश्चित रूप से, आप कर सकते थे. आप कभी नहीं जानते.",0
आप यहाँ एक बड़ा गलती कर रहे हैं।,6
ओह भगवान।,5
मेरे लिए खड़े होने के लिए क्या यह मूल्य है मैं वास्तव में सराहना किया था. यह वास्तव में अच्छा महसूस किया. यह एक तरह से मुझे अधिक तुम जैसे किया.,1
चलो एक नज़र... दूर की... आश्चर्य का प्रयास करें।,0
यह लंदन में हुआ।,0
एचएम-एमएम,0
"तुम्हें पता है, रोटी की चिंटी हमेशा हास्यास्पद है।",1
हम वहाँ होंगे।,1
"अच्छा, शायद यह एक प्रतियोगिता है, तुम्हें पता है? जैसे, सभी पांच इकट्ठा?",0
जो।,0
"ठीक है, मैं रुकूँगा।",0
क्या है? लगता है दो.,4
मैं उस पर हाथ लगाने का मतलब नहीं था-मैं मतलब है,5
मैं घर गया और अपनी पत्नी को तुलसी के बारे में बताया और वह नहीं जा रही है।,0
क्या उन लोगों में से कोई भी यहाँ है?,2
ठीक है.,0
जो?,5
यह ध्वनि से अधिक कठिन है. यह नहीं है?,0
और आपके द्वारा।,1
"ठीक है, धन्यवाद.",0
हमारी आँखें बंद हैं और हम सड़क पार करने के लिए जा रहे हैं. बहुत अच्छा है.,1
"ओह, क्यों आप उसे अपने छोटे-छोटे व्यंग्यों में से एक नहीं बनाते।",2
"मैं सिर्फ कह सकता हूँ, मैं वास्तव में क्या आप कर रहे हैं प्रशंसा कर रहा हूँ. सिर्फ अकेले उसे उठाना.",0
मुझे ऐसा लगता है।,1
तुम ऐसा क्यों करते हो?,1
मैं चंडलर का नया कमरे का साथी हूँ।,3
"ओह, बैरी...! चलो, यह भी पूरी तरह से है..",3
क्या तुम्हारा टोकरी ऊपर था?,0
तो क्या?,0
"हाँ, फ्रान।",0
"नहीं देखो, मुझे विश्वास है कि लोग जानते हैं कि आप मौजूद हैं!",4
"खैर, चूंकि आग एक तरह से मेरे दोष था मुझे लगता है कि आप यहाँ ठहरने के लिए मिल जाना चाहिए.",4
उसकी मरने की इच्छा एक अंतिम चुंबन थी।,0
यह एक गीत भी नहीं है!,2
आप अभी एक बना रहे हैं!,2
मुझे पक्षी मिल सकते हैं।,0
"नहीं-नहीं, मैंने सुना तुमने क्या कहा, हास्यास्पद।",0
"ओह, यह रोस का है.",0
तो हम कभी आपकी शादी के बारे में नहीं सुना!,1
तो आप क्यों जवाब दे रहे हैं? कम से कम आप जानते हैं कि हम किस रास्ते पर हैं?,2
"हाँ, चलो, हम लोग हो सकते हैं!",1
"मैं नहीं जानता, साफ जगहें?",0
मलईदार पट्टीओं में से एक को अपनी ‘सुलभ पकड़ टैब’ से पकड़ें और इसे एक तेजी से दर्द मुक्त गति में बाहर निकालें।,0
".... और 12, 22, 18, चार... क्या?",3
हम अपने हाथों को एक साथ चिल्ला सकते हैं लोग इसे पसंद करेंगे!,1
"ओह हाँ, एक आदमी, 37135 चुने।",0
यह जोय था!,0
मिठाई बनाना बंद करो!,2
"देखो, उसने सिर्फ अपने हाथ उसकी कूल्हे पर रख दिया...",0
और यहाँ हमारे पास पॉलो के ग्रैपा का अंतिम है।,0
तुम कैसे हो?,0
"ओह नहीं, मुझे अफसोस है, तुम बहुत अलग लगते हैं पिछले बार मैं तुम्हें देखा था से.",3
मैं एक such jerk हूँ।,4
भगवान. मैं उल्लंघन महसूस करता हूँ.,6
अरे! क्या सब लोग अपने वस्त्र को देख सकते हैं?,3
नहीं Phoebe मैं पागल हूँ!,2
"ओह नहीं, प्रतीक्षा करो, मुझे क्षमा है, यह 'pretty stupid' है।",0
अगर आप इसके बारे में सभी संवेदनशील हो जाना चाहते हैं!,2
क्या अच्छा दृश्य है?,1
लेकिन तुम जानते हो क्या?,0
"चंडलरCity name (optional, probably does not need a translation)",0
"ओह, बछड़ा लगता है कि मोनिका सोचता है कि मुझे कूड़ा मिल गया है! हम्म, मैं क्या मैं कूड़ा के रूप में अच्छी है कि मोनिका मिल सकता है क्या सोचता हूँ?",2
"हाँ, नहीं वे ऐसा नहीं करते।",0
मैं आप को खोना नहीं चाहता!,5
"रोस, यह बहुत मुश्किल है।",4
ओह हाँ?,4
"रोस-रोस, तुम नहीं जानते कि यह मेरे लिए क्या मतलब है!",1
अमरी-कान,0
तुम Rachel गर्भवती हो गया है!,3
तुम्हें पसंद है?,1
ठीक है!,0
मैं नहीं जानता! मैं उसके साथ नहीं आया!,2
मुझे यह दे दो!,2
भाग्य।,0
"तो तुमने उसे बताया कि कोई और है तो वह आप के साथ काम करने के लिए सहमत हो जाएगा, इसलिए क्योंकि आप सोचते हैं ओह अगर आप एक साथ बहुत समय बिताते हैं, शायद कुछ हो सकता है, और...",0
"और-और आपको यह न की जरूरत नहीं है, आपको यह न की जरूरत नहीं है कि Custom-made, empire-waisted, duchess, satin gown; आप rack से पहन सकते हैं।",0
ओह! क्या इसका मतलब है,4
ठीक है।,0
"सुबह. ड्रेक, यह आपके भाई स्ट्राइकर है. आप मुझे सुन सकते हैं?",0
"अरे! ओह, आपका पहला दिन रेस्तरां में काम करते हुए कैसा था?",1
मुझे आप लोगों को मेरे बारे में चिंता करने की जरूरत नहीं है!,2
"ठीक है, यह हमें दुख देता है।",1
ओह हाँ.,0
कुछ... बिना किसी प्रकाश के भयावह.,5
"आप-आप-आप यह नहीं जानते थे. अच्छी तरह से, मुझे लगता है कि मेरा काम यहाँ किया गया है!",4
क्या आपने अपना जमा कर लिया था?,0
Hmmm... यह बहुत अच्छा है।,1
हमें निःशुल्क चीजें नहीं मिलनी पड़ेंगी।,2
"मेरे पास--और मैं इस भाग को जीवंत रूप से याद रखता हूँ--पम्पकिन पी का मुंह भरा है, और यह वह क्षण है जब मेरे माता-पिता मुझे बताने के लिए चुने हैं कि वे तलाक़ दे रहे हैं.",4
यह लामिनेट है!,2
"ठीक है, हम कोल स्लॉ, हम बंस मिल गया है...",0
यह उस पर निर्भर करता है जिसने पूछा।,0
आप इसे वहाँ चाहते हैं? आप इसे वहाँ ले जाओ बच्चे!,1
"हाँ-नहीं, क्षमा करना बंद करें, यह ठीक है।",0
"ठीक है. तो मुझे लगता है कि यह बस है, यहाँ तो प्रतीक्षा है. मैं येमन के लिए एक झूठा टिकट की जरूरत है.",0
और मैं सबको मुझे श्रीमती गेलर बुलाने के लिए बाध्य करूंगा!,1
लेकिन तुम उन्हें अब खाओ क्योंकि वे वाष्प से गर्म हैं।,1
यह अगले दिन है!,1
"हाँ, आपको स्क्रीन एटेक्टर्स गिल्ड से कुछ मिला है।",0
"ओह, हाँ, नहीं, मैं जानता हूँ, मैं-मैं बहुत से उपयोग नहीं किया है।",0
उनके पास वहाँ सबसे अच्छा सामान है।,0
भगवान. क्या यह वास्तव में नहीं दर्द करता लगता है? क्योंकि कैसे वे ऐसा कर सकते हैं?,5
"ठीक है, मैं नहीं जानता यहाँ नीचे बॉक्स में क्या है, लेकिन मैं जानता हूँ वहाँ छह या सात है",0
आश्चर्य,1
"हाँ, मैं ठीक हूँ।",4
यह भयावह था. मैं उन अद्भुत बातों को कहा था जब मैं कैसे कार्य किया था के बारे में भयभीत महसूस किया.,4
बहुत जीवंत और हास्यास्पद है।,0
"हाँ, फिर तुमने ऐसा किया।",0
"नहीं-नहीं, मैं जानता हूँ कि, लेकिन मैं सिर्फ अपनी योजना के दूसरे भाग के लिए पर्याप्त पैसे बनाना है।",0
"देखो? अब, यही कारण है कि सिर्फ छोटे बनावटी पुरुष सभी किकिंग करने के लिए किया जाना चाहिए।",5
"योज़ाCity name (optional, probably does not need a translation)",2
कुछ गहरी साँस लीजिए।,5
"मेरा मतलब है, पूरे सप्ताह तक जहां भी मैं देखता हूँ वहाँ तुम हो।",0
मुझे बहुत अफसोस है! नहीं मुझे अफसोस है! नहीं मुझे अफसोस है! नहीं मुझे अफसोस है!,4
"नहीं, यह ठीक है। इसके बारे में चिंता मत करो।",0
सॉसी!,1
हम अब इस के साथ आने के लिए नहीं है।,0
"नहीं, मैं नीचे वापस जा रहा हूँ क्योंकि वह Poughkeepsie में रहता है।",0
"अरे, मुझे नहीं देखो. यह रोस की बात है.",0
"है, जोय. अच्छी तरह से, अच्छी तरह से, देखो तुम क्या लाया था. बहुत अच्छा.",1
अब तुम जाओ! मैं नहीं चाहता कि मेरा सबसे अच्छा अतिथि उसकी आँखें झुकाएँ!,1
"नहीं, लेकिन हम उस पर बाद में वापस आ जाएँ!",0
Phoebe यहाँ आओ,0
"मैं तुम्हें कह रहा हूँ रेशेल, जानिस को सुनो. वे सभी कहते हैं कि वे वहाँ होने जा रहे हैं जब तक कि वे अपने असली परिवार शुरू नहीं कर रहे हैं.",0
"तो मैं आपके कार है, यह बाहर है।",0
"ओह, एक डेट पर. हाँ, मैं ट्रेन पर इस लड़की से मिला था एक संग्रहालय के ऊपर राज्य में जा रहा है.",0
"सुनो, क्या आप सोचते हैं-और मेरी तीव्र दुर्बलता को किसी भी प्रकार के कारण के रूप में यहाँ नहीं छोड़ने की कोशिश करते हैं-किन्तु क्या आप सोचते हैं कि अगर मैं आप से बाहर पूछें तो यह ठीक होगा?",5
एलन.,0
"ओह हाँ, यह बहुत अच्छा लगता है. ओह, और सुनो, यह है, यह होगा....",0
ठीक है. इसे फिर से करते हैं.,0
"ठीक है, मैं सिर्फ हमारे संदेशों की जाँच की और जोशुअ ने फोन नहीं किया.",4
"ठीक है, छिद्र खोला गया।",0
तुमने उसे पकाया?,3
"हं, यह stuffing amazing है. आप सोचते हैं कि हम उन्हें कुछ ले जाना चाहिए?",1
बहुत अच्छा है!,1
"ओह, ओह।",4
कि यह है?! मैं अपने छोड़ दिया,1
कल 8:30 पर।,0
"मुझे विश्वास नहीं है कि यह फिर बारिश हो रही है! ओह, यह इतना अन्यायपूर्ण है!!!",2
"हम है. शायद हम एक-दूसरे को कल रात डिनर पर देखेंगे, 8 बजे के आसपास कहते हैं?",0
"हं, नहीं।",5
Good-bye मांसपेशियों!!,1
"देखो, मेरी सारी चीजें सुरक्षित और सूखी हैं और उसकी सारी चीजें नई चीजें उग रही हैं!",2
"अरे, क्या हो गया है, चलो.",1
क्षमा करें.,4
यह गन्दगी है! मैं नहीं जानता था कि मैं इस मूर्ख नींद क्लिनिक में जाने से पहले रात भर जागना था! मैं बहुत थक गया हूँ!,2
"नहीं, मैंने उसे जीतने दिया-रोस!",0
"देखो, मैं कहना चाहता था कि मैं-मैं आप खो गया है खेद है.",4
मैं भी नहीं।,0
"नहीं-नहीं हे दोस्त, कृपया मुझे उस लड़की के साथ नाचने दो, मैं उसे सचमुच पसंद करता हूँ और मुझे लगता है कि मैं एक shot है।",4
मैंने सिर्फ डैनी को एक लड़की के साथ सबवे पर जा रहा देखा था और उसके चारों ओर उसका हाथ था।,4
"ठीक है, वह टर्की कहाँ है!",0
ओह।,1
"ओह हाँ, यह कठिन होगा कि आप उसके हाथ रखने के लिए है, हू?",0
"वास्तव में, मैं-मैं-मैं उनमें से एक से विवाह किया था।",2
विवाहिता पत्रिकाएं?,3
"हं, तो हाँ, यह Phoebe का कारण है! तो, आप जानते हैं, यह या तो वह है या मैं.",2
"मैं राच करता हूँ. मैं करता हूँ, और मैं तुम्हारे लिए बहुत खुश हूँ.",1
JOEY!!!!!!,1
"Okayyyyy, खोलें!",1
"अब, मैं इस उपहारगृह के चारों ओर देखता हूँ, और तुम्हें पता है क्या मैं देखता हूँ, मैं देखता हूँ-मैं विभाजन देखता हूँ।",4
"और इसके अलावा, hey-hey-hey कोई भी करने के लिए जा रहा है",0
"और मोनिका, जब वह हंसती है तो उस चीख के साथ?",2
मैं-मैं में नहीं था।,4
"ठीक है, ah,........y'know।",0
"और मुझे लगता है कि मैं व्यापार दुनिया को जीत गया है, और मुझे लगता है कि मैं बौद्धिक दुनिया को जीत गया है, और अब मैं-मैं दुनिया में सबसे सुंदर महिला है।",2
नहीं नहीं नहीं नहीं!,1
वह।,0
"blond महिला मेरी पूर्व पत्नी है, और महिला उसे छू रही है उसका... निकट, व्यक्तिगत मित्र है.",0
आप क्या बात कर रहे हैं!,3
"ओह मुझे लगता है, और आप उन्हें सब एक ही समय में और आप अपने भाई के लिए उन्हें चाहते हैं चाहते हैं।",1
तुम हमेशा कहते थे कि मैं इसे करूंगा।,1
"हाँ, हमने इस विवाह के बारे में वास्तव में दिलचस्प वेबसाइट देखा और कैसे यह पूरी तरह से अनावश्यक है और कैसे यह सरकार के लिए आप पर निगरानी रखने के लिए एक तरीका है।",0
"पता है, मैं वास्तव में उसे नहीं जानता।",0
हैलो? यह डेली फिर से है!,3
"सचमुच? तो, आप इस 'यह सब उसके लिए है' बात के साथ stick करने के लिए जा रहे हैं?",0
क्या तुम अंग्रेज हो?,3
"आह, बस मुझे एक छोटा सा स्लाइबर काटें।",1
"वास्तव में, नहीं, हम नहीं हैं।",1
"सुनो रॉस, आपको क्षमा करने की जरूरत नहीं है. मैं समझता हूँ क्यों तुम वहाँ थे.",0
"लेकिन कैसी, मेरा मतलब है मैं सिर्फ उसके सिर के पीछे देखा है, लेकिन मैं यह भावना है कि वह है-वह स्मार्ट, और हास्यास्पद है, और तुम्हें मिलता है।",0
Fantastic! मेरे पास एक सवाल है: यह कैसे संभव है?,3
"ओह, हाँ, कोई समस्या नहीं है. यह सब की देखभाल की गई है.",0
और तुम पर लानत है!,6
"यहाँ तक कि जब आप एक बच्चे थे... और आप बड़े थे, और आप कोई दोस्त नहीं था, आप ठीक थे!",0
"ठीक है? ध्यान से सुनो, देवन एक कमजोर घुटन है.",0
सचमुच? यह महान है!,1
"ओह, मैं भी।",1
पक्षियों के बारे में क्या?,0
"अच्छी तरह से, आप क्या था?",0
"ओह, ठीक है कि मैं अपने पहले पति के बारे में क्या सोचा था, अब मैं भाग्यशाली हूँ अगर मेरा बच्चा अपने पिता और जुड़वां और छोटी मिशन न्यू बोब्स के साथ सप्ताहांत बिताने के लिए मिलता है।",6
हे-हे पीहब्स!,1
"अब, तुम जानते हो कि मधुमक्खी शायद उसने तुम को सूखने के बाद मर गया था.",0
"ओह, चलो देखते हैं!",1
"ठीक है, इसे बर्बाद न करें, मैं इसका अभी भी भोजन मतलब है।",0
"पता है, अगर, अगर यह तुम्हारे लिए बहुत अजीब है, हम अभी भी बाहर कर सकते हैं",0
"देखो, मैं तुल्सा से प्यार करता हूँ!",1
"नहीं! क्योंकि मैं आपका प्रेमी नहीं हूँ. हाय फीब्स, यह कैसे हुआ?",0
"मुझे एक आदमी को ढूंढने में 28 साल लगे जिनसे मैं अपना जीवन बिताना चाहता हूँ, अगर मुझे फिर 28 साल प्रतीक्षा करनी पड़े, तो मैं 56 साल हो जाऊँगा जब मैं एक बच्चे को जन्म दूँगा, और यह सिर्फ मूर्खता है.",4
तुम मान सकते हो कि!,3
"ओह, आप वास्तव में लोगों को आप को पसंद करने के बारे में बात करना चाहते हैं हू, हास्यास्पद आदमी?",2
"आपको सिर्फ साहसी होना होगा, ठीक है?",0
वह अभी भी प्रकट हो सकता है।,0
"यह आपके सूची में नहीं था, लेकिन उम्मीद है कि आप यह वास्तव में दिलचस्प लगता है।",0
क्या तुमने रेशेल के गर्भाशय को रस महसूस किया है?,0
"हाँ, लेकिन मुझे लगता था कि यह इसलिए था कि मैं पूरी बात अपने हाथ पर रख दिया था और यह टेबल के पार चलने के लिए किया।",0
"Hey, कोई अपने कुंजियाँ छोड़ दिया।",0
आह.,0
ता-डा।,1
क्योंकि हमने अपना घर वापस जीत लिया!,1
मोनिका!,3
"Phoebe वह सही है, यह नियम है।",0
तुमने अभी मुझे बताया था कि वह विवाह को घृणा करता है!,3
"नहीं! नहीं, यह सच नहीं है. नहीं, कभी भी सबसे अच्छा समय! हाँ, तुम मेरे संसार को रोका!",1
"ओह-नहीं-नहीं, नहीं. नहीं, नहीं, मैं बस, मुझे सिर्फ एक बनावटी टिकट की जरूरत है.",0
तो क्या आप सोचते हैं कि ये चित्र-क्या वे एक कहानी बताने की कोशिश कर रहे हैं?,0
"ओह, कृपया, वह कर सकता है",0
आपकी योजना का दूसरा हिस्सा क्या है?,0
"ठीक देखो, मुझे लगता है कि यह समय है कि आप के लिए तय करने के लिए है. तुम्हें पता है? एक विकल्प बनाओ, एक लेन चुनें.",0
ईश्वर को धन्यवाद।,1
10। ठीक है। अब टैग एक ऐसी बात है कि बहुत से महिलाओं के रूप में है।,0
"नहीं, मैं जा रहा हूँ!!",2
आप एक बेहतर विचार है?,0
"नहीं, मेरा मतलब है, आओ, इसके बारे में गंभीरता से सोचो, हम शादी करते हैं, हम वेदी पर हैं और मैं इस तरह हूँ।",0
"हाँ, तुम लाइसेंस प्लेट खेल जानते हो?",0
"पता है, वे वैसे भी शादी नहीं कर रहे हैं!",2
ठीक है. यह रोस और राहेल के साथ करने के लिए है?,0
क्या आप बच्चे के साथ यात्रा कर रहे हैं?,0
Phoebe और Rachel!,2
ओह... ओह भगवान्. वह याद किया.,3
अभी नहीं।,0
नहीं मैंने नहीं किया!,2
ओह ठीक है।,0
पेरिस?,0
सुनौतों के लिए चुने के लिए धन्यवाद आदमी।,0
जाम।,0
वह मुझसे झूठ बोल रही है!,2
"ठीक है, आप लोग. आप लोग मुझे लगता है कि मैं यहाँ क्या हो रहा है पता है. ठीक है, आप लोग",0
मुझे लगता है कि मैं उस लड़की को जानता हूँ।,0
"लेकिन, अब जब आप नहीं हैं, मैं वास्तव में कभी बाहर आप से पूछना चाहता हूँ।",5
हाय! क्या आप,2
"एक टी. वी. ऐसा लगता है मानो वह कहीं से नहीं दिखाई देता है! यह स्वप्न है! आदमी, तुम कैसे इस सामान को दे सकते थे?",3
मूर्ख गेंदें रास्ते में हैं।,4
क्या! वे एक भयावह कहानी चाहते थे!,3
इह-वाह-मुझे क्षमा करें?,3
अच्छी तरह से हमें नए लोगों के लिए जगह बनानी है।,0
तुम उसे प्यार करते हो!,3
अरे माँ!,1
आप यह बहुत तेजी से नहीं लगता है।,0
उसका नाम रोनी है. वह एक pet मरने वाली है.,0
"हाँ, धन्यवाद. आप देखते हैं, यह है कैसे सामान्य लोग ड्रम के प्रति प्रतिक्रिया करना चाहिए.",0
"अब, शायद मैं इस के साथ एक समस्या है अगर यह मेरे लिए और जोशूआ के लिए नहीं होता।",0
"उसने क्या किया, क्या कहा?",5
है?,3
: नहीं! आप शूटी को बंद कर रहे हैं कि मैं आधा घंटे अलग करने में बिताया है!,2
"मैं भी इसे पसंद करता हूँ. Shoot, मुझे जाना है. तो, मैं आप से बाद में बात करूँगा.",0
राच! अरे! यह ठीक है! तुम जोय के पास हो!,1
मत जाओ!,4
मेरा पीना?,0
"अब, क्या आप इसे नहीं नापसन्द करते जब आप एक टिन कैन को एक साधारण स्टीक चाकू से काटने के लिए है?",6
मेरे पास एक सवाल है।,0
क्या आपने पिछले साढ़े घंटे में एक कार को देखा है?,5
"ओह, चलो झूठा।",2
"देखो, देखो, तुम्हारी बेटी और मैं आज रात अपने शहद-मास के लिए जाने के लिए जाना है, अब-अब तुम-आप उसे कह दो कि मैं उस हवाई अड्डे में जा रहा हूँ और मैं आशा करता हूँ कि वह भी वहाँ होगा!",2
"स्वादिष्ट! मैं वास्तव में लगता हूँ कि आप लोगों की एक इतिहास है, यह-यह अच्छा है लगता है शुरू कर रहा हूँ।",1
"हाँ, अगर मौजिज़े सर्दी के लिए दक्षिण में छिपाए जाएँ।",0
"ठीक है, तो अगर एक आठ ऊपर आता है, हम इसे एक चिह्न के रूप में लेते हैं और हम करते हैं!",1
तुम कहाँ जा रहे हो?,0
तो मुझे लगता है कि यह है।,4
मैं क्यों करूँगा जब आपका नाम एलेन है?,1
कब?,2
नहीं! नहीं! नहीं! कोई मुझे नहीं मार सकता।,2
यह सिर्फ मेरे बैच होगा।,0
क्या आप सोचते हैं?,3
तुमने किया!,2
"ठीक है, देखो, वह उन्हें चोट नहीं करेगा, ठीक है?",0
तुम्हें एमीली के बारे में कल्पनाएं थीं?,4
"भगवान, और अब मैं सिर्फ उसके साथ चित्रण बंद नहीं कर सकता, मैं नहीं कर सकता, यह कोई बात नहीं है कि आप क्या कहते हैं, या आप क्या करते हैं, रोस.",4
"ठीक है, मैं नहीं जानता था कि आप ऐसा कहेंगे।",3
"ओह हाँ, जिम सदस्य. मैं सप्ताह में चार बार जाने का प्रयास करता हूँ, लेकिन मैं पिछले 1200 बार भूल गया है.",0
"नहीं, उन पहले दो खिड़की, कि लॉबी है।",0
"हाँ. Uh, हाँ, मैंने किया. यह मेरे दोस्त था, एडी मोस्कोविज. हाँ, वह इसे पसंद करता है. अपने विश्वास को पुनः पुष्टि करता है.",0
"अच्छी तरह से, आप जानते हैं, कोई suds, कोई save नहीं।",0
मेरे प्रेमी को सचमुच अच्छा स्वाद है!,1
तो... यह वास्तव में सिर्फ गणित के बारे में है।,0
मुझे पीना है. और रेशेल स्नानागार में है!,4
Hey! क्या आप कुछ फ़ॉसबॉल खेलना चाहते हैं? कृपया?,0
Hey-hey-hey. आप कुछ सुनना चाहते हैं कि शून्य है.,0
ओह हमने नहीं किया।,1
"चुनो, तुम बदचलन!",2
"अच्छी तरह से यह निराशाजनक था, मुझे लगता है कि मैं सिर्फ एक से एक बच्चे से एक मज़बूत प्रिसेल खरीदा था",4
ओह. ओह-ओह.,0
ऐ मेरे भगवान! क्या आप गंभीर हैं!,3
"ठीक है, मैं सुबह आप को देख लूंगा।",0
मुझे लगता है कि आपने पिछले नौ महीनों में उसके लिए इतना अच्छा घर बनाया है कि वह बस नहीं छोड़ना चाहता है।,0
क्या? क्यों?,3
ठीक है!,1
"कैरोल, क्रिस्टिन।",0
"आओ रॉस, मुझे लगता है कि हम सब यहाँ हार गए हैं।",0
ब्रुकलिन हाइट्स,0
"नहीं, यही खेल है।",0
"आप पoughkeepsie से एक को जानते हैं, यद्यपि वह दो घंटे रेलगाड़ी से दूर है, वास्तव में बहुत सुंदर है, वास्तव में स्मार्ट है, और-और बहुत मजा है।",0
"जूली की गर्दन एक सात सेंटीमीटर विस्तारित है, कि चार अंगुली के बारे में है. डॉक्टर मुझे यह स्वयं अनुभव करने के लिए छोड़ दिया है.",1
"वे सभी बुरा नहीं हो सकता है. आप अपने शयनगृह की आंखें बनाने के लिए एक को ढूंढें. ओह, वहाँ यह है.",1
"Uh, uh, हम इसके लिए पलटेंगे. बछड़े या क्लाउन्स.",0
"उसके गले में कुछ प्लास्टिक फंस गया है, हम अस्पताल जाना है.",5
मैं वापस जाना है,0
"मैं स्नान करने के लिए जा रहा हूँ, शायद मैं एक थोड़े समय में तुम्हें वहाँ देख लूँगा?",0
"ठीक है, नहीं. लेकिन, हं, मुझे लगता है कि वह शायद करता है.",0
"नहीं, लेकिन तुम्हें पता है कि कौन यहाँ तुम के लिए खोजने के लिए ठहरा था, Tennille।",0
"आप अभी जाना चाहते हैं? 'क्योंकि मैं तुम्हें अभी ले जाऊँगा, दोस्त! आप जाना चाहते हैं?",2
जन्म तिथि?,0
"ओह, यह महत्वपूर्ण नहीं है. मुद्दा है, मैं वास्तव में-मैं सोचता हूँ कि सब कुछ ठीक हो जाएगा.",0
रामराय!,4
"अरे, दुकान कल खुलेगी!",3
"""मैं मोनिका हूँ, मैं दिलचस्प लोगों से फोन संदेश नहीं मिलता है. कभी भी!""",2
"धन्यवाद नहीं, माँ!",6
बाहर जाओ!,2
"ओह, लेकिन इससे पहले नहीं कि वह मुझे छोटे जामिई के सिर्फ बाहर क्रोनिंग की एक मज़बूती shot दिया।",0
तुम नंगे खाना बनाते हो?,3
"सुनो, क्या आप मुझे वायदा कर सकते हैं कि आप उसे नहीं कहेंगे?",5
नहीं. ओह,1
"कृपया? कृपया?! हम सिर्फ सभी को बताने के साथ काम नहीं करना चाहते, ठीक है? बस आप नहीं बताने का वचन देते हैं.",5
"हाँ, मुझे लगता है कि मैं उस का उपयोग कर सकता है. मैं कह सकता है कि आपका प्रेम मुझे चंद्रमा भेजता है.",0
"Wow, मेरे पास एक बूढ़े भारतीय महिला की भावना है जो मेरे घर में रहती है।",0
आप जानते हैं कि कैसे लोग सिर्फ क्लिक करें?,1
आत्मविश्वास से देखो।,5
"वहाँ एक सेकंड, श्री Kissey पर हो-हो-hold!",3
"ठीक है. चंडलर, आप या तो चक्र फिर सकते हैं या एक गूगल कार्ड चुन सकते हैं.",0
"ठीक है, वे मेरे भाग के लिए पढ़ने के लिए भी आ रहे हैं अभिनेता हैं!",5
"अरे! आप लोग, मैं सभी के लिए छुट्टी गीत लिख रहा हूँ. क्या आप इसे सुनना चाहते हैं?",1
क्या? क्यों?,3
मैं इसे ठीक कर सकता हूँ. प्रतीक्षा करो. बाहर देखो. बाहर देखो.,0
... ओह भगवान।,5
ठीक है! और आप क्या नहीं कर रहे हैं?,0
"अरे अब! यह एक दुर्घटना थी, ठीक है।",2
प्रेम वास्तव में क्या है?,0
"यह बहुत अच्छा है, लेकिन आप अभी शौचालय पर नहीं होना चाहिए?",6
"ठीक है, आधा भूरी।",0
फिर दौड़ते रहें।,0
"यह-यह, नहीं, ओह, नहीं, नहीं-नहीं, यह नहीं है-ऐसे-ऐसे नहीं है क्या यह है।",1
तो राच!,1
"अच्छी तरह से, तुम जानते हो कि मैं फ्रांस में रिश्तेदार हो सकता है जो जानता है. मेरी आजीबाई ने कहा कि उसने अपनी आजीबाई, नेसेल टोलोस से रेसिपि प्राप्त किया था.",0
